brand,type,count,newbrand,newbrand2,newbrand3
SM-G3502,SM-G3502,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3502C,24,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3502I,31,samsung,SAMSUNG,SAMSUNG
SM-G3502I,SM-G3502I.cs02ve3g.cs02ve3gzn,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3502U,13,samsung,SAMSUNG,SAMSUNG
SM-G3502U,SM-G3502U.cs023g.cs023gzc,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3508,20,samsung,SAMSUNG,SAMSUNG
SM-G3508,SM-G3508,1,samsung,SAMSUNG,SAMSUNG
SM-G3508,SM-G3508.cs02cmcc.cs02zm,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3508I,9,samsung,SAMSUNG,SAMSUNG
SM-G3508I,SM-G3508I.cs02ve.cs02vezm,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3508J,10,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3518,14,samsung,SAMSUNG,SAMSUNG
SM-G3518,SM-G3518.cs03lte.cs03ltezm,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3556D,28,samsung,SAMSUNG,SAMSUNG
SM-G3556D,SM-G3556D.kanas3g.kanas3gzn,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3558,5,samsung,SAMSUNG,SAMSUNG
SM-G3558,SM-G3558.kanas3gcmcc.kanas3gcmcc,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G355H,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3568V,17,samsung,SAMSUNG,SAMSUNG
SM-G3568V,SM-G3568V.ageralte.ageraltezm,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3586V,45,samsung,SAMSUNG,SAMSUNG
SM-G3586V,SM-G3586V.victorlte.victorltezn,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3588V,31,samsung,SAMSUNG,SAMSUNG
SM-G3588V,SM-G3588V,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3606,22,samsung,SAMSUNG,SAMSUNG
SM-G3606,SM-G3606.rossalte.rossaltezn,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3608,24,samsung,SAMSUNG,SAMSUNG
SM-G3608,SM-G3608.rossalte.rossaltezm,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G360H,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3812,110,samsung,SAMSUNG,SAMSUNG
SM-G3812,SM-G3812,1,samsung,SAMSUNG,SAMSUNG
SM-G3812,SM-G3812.wilcoxds.wilcoxdszn,9,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3815,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3818,45,samsung,SAMSUNG,SAMSUNG
SM-G3818,SM-G3818,1,samsung,SAMSUNG,SAMSUNG
SM-G3818,SM-G3818.wilcox3g.wilcox3gzm,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-G3858,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G5108,28,samsung,SAMSUNG,SAMSUNG
SM-G5108,SM-G5108.kleoslte.kleosltezm,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G5108Q,119,samsung,SAMSUNG,SAMSUNG
SM-G5108Q,SM-G5108Q,1,samsung,SAMSUNG,SAMSUNG
SM-G5108Q,SM-G5108Q.kleoslte.kleosltetdzc,5,samsung,SAMSUNG,SAMSUNG
samsung,SM-G5306W,69,samsung,SAMSUNG,SAMSUNG
SM-G5306W,SM-G5306W.fortunalte.fortunaltezn,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-G5308W,130,samsung,SAMSUNG,SAMSUNG
SM-G5308W,SM-G5308W,2,samsung,SAMSUNG,SAMSUNG
SM-G5308W,SM-G5308W.fortunalte.fortunaltezm,10,samsung,SAMSUNG,SAMSUNG
samsung,SM-G530Y,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G7102,5,samsung,SAMSUNG,SAMSUNG
samsung,SM-G7102T,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G7105,5,samsung,SAMSUNG,SAMSUNG
SM-G7105,SM-G7105.ms01lte.ms01ltezh,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G7106,395,samsung,SAMSUNG,SAMSUNG
SM-G7106,SM-G7106,9,samsung,SAMSUNG,SAMSUNG
SM-G7106,SM-G7106.ms013g.ms013gzn,20,samsung,SAMSUNG,SAMSUNG
samsung,SM-G7108,29,samsung,SAMSUNG,SAMSUNG
SM-G7108,SM-G7108.ms013g.ms013gzm,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-G7108V,110,samsung,SAMSUNG,SAMSUNG
SM-G7108V,SM-G7108V,1,samsung,SAMSUNG,SAMSUNG
SM-G7108V,SM-G7108V.ms01lte.ms01ltezm,6,samsung,SAMSUNG,SAMSUNG
samsung,SM-G710K,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-G710L,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G710S,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-G7200,269,samsung,SAMSUNG,SAMSUNG
SM-G7200,SM-G7200,3,samsung,SAMSUNG,SAMSUNG
SM-G7200,SM-G7200.grandmaxltechn.grandmaxltezc,13,samsung,SAMSUNG,SAMSUNG
samsung,SM-G720N0,8,samsung,SAMSUNG,SAMSUNG
samsung,SM-G7508Q,275,samsung,SAMSUNG,SAMSUNG
SM-G7508Q,SM-G7508Q,1,samsung,SAMSUNG,SAMSUNG
SM-G7508Q,SM-G7508Q.vastalte.vastaltetdzc,15,samsung,SAMSUNG,SAMSUNG
samsung,SM-G750F,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G800H,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G8508S,72,samsung,SAMSUNG,SAMSUNG
SM-G8508S,SM-G8508S.sltechn.sltetdzc,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-G850F,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G850S,1,samsung,SAMSUNG,SAMSUNG
SM-G850S,SM-G850S.slteskt.slteskt,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900,9,samsung,SAMSUNG,SAMSUNG
Verizon,SM-G900,1,Verizon,VERIZON,VERIZON
SM-G900,SM-G900.kltecan.kltevl,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G9006V,159,samsung,SAMSUNG,SAMSUNG
SM-G9006V,SM-G9006V,5,samsung,SAMSUNG,SAMSUNG
KDDI,SM-G9006V,3,KDDI,KDDI,KDDI
SM-G9006V,SM-G9006V.klte.kltezn,7,samsung,SAMSUNG,SAMSUNG
samsung,SM-G9006W,26,samsung,SAMSUNG,SAMSUNG
SM-G9006W,SM-G9006W,1,samsung,SAMSUNG,SAMSUNG
SM-G9006W,SM-G9006W.klteduoszn.klteduoszn,5,samsung,SAMSUNG,SAMSUNG
samsung,SM-G9008V,39,samsung,SAMSUNG,SAMSUNG
SM-G9008V,SM-G9008V.klte.kltezm,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-G9008W,39,samsung,SAMSUNG,SAMSUNG
SM-G9008W,SM-G9008W,2,samsung,SAMSUNG,SAMSUNG
SM-G9008W,SM-G9008W.klte.klteduoszm,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900A,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900F,41,samsung,SAMSUNG,SAMSUNG
KDDI,SM-G900F,14,KDDI,KDDI,KDDI
Verizon,SM-G900F,2,Verizon,VERIZON,VERIZON
SM-G900F,SM-G900F,1,samsung,SAMSUNG,SAMSUNG
SM-G900F,SM-G900F.klte.kltezh,1,samsung,SAMSUNG,SAMSUNG
SM-G900F,SM-G900F.kltecan.klteum,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900H,21,samsung,SAMSUNG,SAMSUNG
SM-G900H,SM-G900H.k3g.k3gxx,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900I,5,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900J,14,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900K,8,samsung,SAMSUNG,SAMSUNG
SM-G900K,SM-G900K.kltektt.kltektt,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900L,7,samsung,SAMSUNG,SAMSUNG
SM-G900L,SM-G900L.klte.kltexx,1,samsung,SAMSUNG,SAMSUNG
SM-G900L,SM-G900L.kltelgt.kltelgt,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900L/S/K,7,samsung,SAMSUNG,SAMSUNG
SM-G900L/S/K,SM-G900L/S/K.kltelgt.kltelgt,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900MD,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900P,19,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900S,10,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900T1,1,samsung,SAMSUNG,SAMSUNG
Verizon,SM-G900V,4,Verizon,VERIZON,VERIZON
samsung,SM-G900V,4,samsung,SAMSUNG,SAMSUNG
SM-G900V,SM-G900V.kltevzw.kltevzw,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G900W8,2,samsung,SAMSUNG,SAMSUNG
SM-G900W8,SM-G900W8,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G901F,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-G906,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-G906K,5,samsung,SAMSUNG,SAMSUNG
SM-G906K,SM-G906K.lentisltektt.lentisltektt,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-G906L,4,samsung,SAMSUNG,SAMSUNG
samsung,SM-G906S,9,samsung,SAMSUNG,SAMSUNG
samsung,SM-G9092,58,samsung,SAMSUNG,SAMSUNG
samsung,SM-G9098,17,samsung,SAMSUNG,SAMSUNG
samsung,SM-G910S,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-G9198,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-G9200,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-J100F,1,samsung,SAMSUNG,SAMSUNG
SMMS8H3G,SMMX8H3G,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N7100,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-N750,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-N7502,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N7505,15,samsung,SAMSUNG,SAMSUNG
samsung,SM-N7506V,228,samsung,SAMSUNG,SAMSUNG
SM-N7506V,SM-N7506V,3,samsung,SAMSUNG,SAMSUNG
SM-N7506V,SM-N7506V.hllte.hlltezn,15,samsung,SAMSUNG,SAMSUNG
samsung,SM-N7508V,62,samsung,SAMSUNG,SAMSUNG
SM-N7508V,SM-N7508V.hllte.hlltezm,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-N750K,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N750L,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-N750S,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-N900,299,samsung,SAMSUNG,SAMSUNG
Verizon,SM-N900,7,Verizon,VERIZON,VERIZON
SM-N900,SM-N900,5,samsung,SAMSUNG,SAMSUNG
SM-N900,SM-N900.ha3g.ha3gxx,2,samsung,SAMSUNG,SAMSUNG
SM-N900,SM-N900.ha3g.ha3gzs,9,samsung,SAMSUNG,SAMSUNG
SM-N900,SM-N900.hlte.h3gzc,1,samsung,SAMSUNG,SAMSUNG
SM-N900,SM-N900.hlteatt.hltezc,1,samsung,SAMSUNG,SAMSUNG
SM-N900,SM-N900.hltespr.hltespr,1,samsung,SAMSUNG,SAMSUNG
SM-N900,SM-N900.hltevzw.hltevzc,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N9002,616,samsung,SAMSUNG,SAMSUNG
SM-N9002,SM-N9002,11,samsung,SAMSUNG,SAMSUNG
SM-N9002,SM-N9002.hlte.h3gduoszn,30,samsung,SAMSUNG,SAMSUNG
samsung,SM-N9005,216,samsung,SAMSUNG,SAMSUNG
SM-N9005,SM-N9005,5,samsung,SAMSUNG,SAMSUNG
Verizon,SM-N9005,1,Verizon,VERIZON,VERIZON
SM-N9005,SM-N9005.hlte.hltexx,2,samsung,SAMSUNG,SAMSUNG
SM-N9005,SM-N9005.hlte.hltezh,5,samsung,SAMSUNG,SAMSUNG
samsung,SM-N9006,697,samsung,SAMSUNG,SAMSUNG
SM-N9006,SM-N9006,15,samsung,SAMSUNG,SAMSUNG
SM-N9006,SM-N9006.hlte.h3gzc,30,samsung,SAMSUNG,SAMSUNG
SM-N9006,SM-N9006.hlte.h3gzn,2,samsung,SAMSUNG,SAMSUNG
SM-N9006,SM-N9006.hlte.hlte,1,samsung,SAMSUNG,SAMSUNG
SM-N9006,SM-N9006.hlte.hltezh,1,samsung,SAMSUNG,SAMSUNG
SM-N9006,SM-N9006.hlte.ipone6,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N9007,8,samsung,SAMSUNG,SAMSUNG
SM-N9007,SM-N9007.htdlte.htdltezh,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N9008,88,samsung,SAMSUNG,SAMSUNG
SM-N9008,SM-N9008,2,samsung,SAMSUNG,SAMSUNG
SM-N9008,SM-N9008.hlte.h3gzm,2,samsung,SAMSUNG,SAMSUNG
SM-N9008,SM-N9008.hlte.hltezm,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N9008S,81,samsung,SAMSUNG,SAMSUNG
SM-N9008S,SM-N9008S.hlte.hltetdzc,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N9008V,86,samsung,SAMSUNG,SAMSUNG
SM-N9008V,SM-N9008V,1,samsung,SAMSUNG,SAMSUNG
SM-N9008V,SM-N9008V.hlte.hltezm,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-N9009,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N900A,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-N900D,5,samsung,SAMSUNG,SAMSUNG
samsung,SM-N900J,7,samsung,SAMSUNG,SAMSUNG
samsung,SM-N900K,9,samsung,SAMSUNG,SAMSUNG
samsung,SM-N900L,19,samsung,SAMSUNG,SAMSUNG
SM-N900L,SM-N900L.hltelgt.hltelgt,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-N900P,14,samsung,SAMSUNG,SAMSUNG
samsung,SM-N900S,40,samsung,SAMSUNG,SAMSUNG
SM-N900S,SM-N900S,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N900U,2,samsung,SAMSUNG,SAMSUNG
Verizon,SM-N900V,31,Verizon,VERIZON,VERIZON
SM-N900V,SM-N900V.hltevzw.hltezc,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N900W8,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N9100,130,samsung,SAMSUNG,SAMSUNG
SM-N9100,SM-N9100.trelte.treltexx,1,samsung,SAMSUNG,SAMSUNG
SM-N9100,SM-N9100.trltechn.trlteduoszc,12,samsung,SAMSUNG,SAMSUNG
SM-N9100,SM-N9100.trltechnzh.trlteduoszh,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-N9106W,19,samsung,SAMSUNG,SAMSUNG
SM-N9106W,SM-N9106W,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-N9108V,4,samsung,SAMSUNG,SAMSUNG
samsung,SM-N910A,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-N910C,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-N910F,1,samsung,SAMSUNG,SAMSUNG
SM-N910F,SM-N910F.trltetmo.trltetmo,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N910G,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N910H,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N910K,6,samsung,SAMSUNG,SAMSUNG
samsung,SM-N910L,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-N910P,3,samsung,SAMSUNG,SAMSUNG
SM-N910P,SM-N910P,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N910S,13,samsung,SAMSUNG,SAMSUNG
SM-N910S,SM-N910S,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-N910T,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N910U,8,samsung,SAMSUNG,SAMSUNG
Verizon,SM-N910V,2,Verizon,VERIZON,VERIZON
samsung,SM-N9150,9,samsung,SAMSUNG,SAMSUNG
SM-N9150,SM-N9150.tbltechn.tbltezc,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-N915K,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-N915L,2,samsung,SAMSUNG,SAMSUNG
SM-N915S,SM-N915S,1,samsung,SAMSUNG,SAMSUNG
SM-N9200,SM-N9200.trelte.treltexx,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-P601,54,samsung,SAMSUNG,SAMSUNG
SM-P601,SM-P601,2,samsung,SAMSUNG,SAMSUNG
SM-P601,SM-P601.lt033g.lt033gzc,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-P605,6,samsung,SAMSUNG,SAMSUNG
samsung,SM-P901,5,samsung,SAMSUNG,SAMSUNG
samsung,SM-T111,14,samsung,SAMSUNG,SAMSUNG
SM-T111,SM-T111.goya3g.goya3gzc,4,samsung,SAMSUNG,SAMSUNG
samsung,SM-T116NU,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-T211,39,samsung,SAMSUNG,SAMSUNG
samsung,SM-T215,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-T231,28,samsung,SAMSUNG,SAMSUNG
SM-T231,SM-T231,1,samsung,SAMSUNG,SAMSUNG
SM-T231,SM-T231.degas3g.degas3gzc,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-T235,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-T239,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-T239C,5,samsung,SAMSUNG,SAMSUNG
samsung,SM-T2556,13,samsung,SAMSUNG,SAMSUNG
samsung,SM-T2558,8,samsung,SAMSUNG,SAMSUNG
samsung,SM-T311,82,samsung,SAMSUNG,SAMSUNG
SM-T311,SM-T311,1,samsung,SAMSUNG,SAMSUNG
SM-T311,SM-T311.lt013g.lt013gzc,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-T315,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-T321,34,samsung,SAMSUNG,SAMSUNG
SM-T321,SM-T321.mondrian3g.mondrian3gzc,3,samsung,SAMSUNG,SAMSUNG
samsung,SM-T325,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-T525,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-T531,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-T535,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-T705,5,samsung,SAMSUNG,SAMSUNG
SM-T705,SM-T705.klimtlte.klimtltezh,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-T705C,23,samsung,SAMSUNG,SAMSUNG
SM-T705C,SM-T705C,1,samsung,SAMSUNG,SAMSUNG
SM-T705C,SM-T705C.klimtlte.klimtltetdzc,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-T805C,11,samsung,SAMSUNG,SAMSUNG
SM-T805C,SM-T805C,1,samsung,SAMSUNG,SAMSUNG
samsung,SM-W2014,2,samsung,SAMSUNG,SAMSUNG
samsung,SM-W2015,5,samsung,SAMSUNG,SAMSUNG
docomo,SO-02F,2,DOCOMO,DOCOMO,其他
docomo,SO-03F,1,DOCOMO,DOCOMO,其他
docomo,SO-04E,1,DOCOMO,DOCOMO,其他
SO-04E,SO-04E.SO-04E.SO-04E_1276-9922,1,SO-04E,SO-04E,其他
docomo,SO-04F,1,DOCOMO,DOCOMO,其他
KDDI,SOL24,1,KDDI,KDDI,KDDI
KDDI,SOL25,1,KDDI,KDDI,KDDI
KDDI,SOL26,7,KDDI,KDDI,KDDI
unknown,SOL26,7,unknown,UNKNOWN,其他
SOP,SOP-M9,2,SOP,SOP,其他
samsung,SPH-L720,6,samsung,SAMSUNG,SAMSUNG
samsung,SPH-L720T,2,samsung,SAMSUNG,SAMSUNG
SANPOLON,SPL-T01,1,SANPOLON,SANPOLON,其他
SUGAR,SS119,10,SUGAR,SUGAR,SUGAR
SUGAR,SS122,9,SUGAR,SUGAR,SUGAR
SUGAR,SS129,10,SUGAR,SUGAR,SUGAR
SUGAR,SS136,4,SUGAR,SUGAR,SUGAR
SENTER,ST327,2,SENTER,SENTER,其他
SUBOR,SUBOR X6,1,SUBOR,SUBOR,其他
alps,T002,1,alps,ALPS,ALPS
alps,T01,1,alps,ALPS,ALPS
Changhong,T03,3,Changhong,CHANGHONG,CHANGHONG
GiONEE,T1,9,GiONEE,GIONEE,GIONEE
LMi,T1,1,LMi,LMI,其他
Huawei,T1 7.0,1,huawei,HUAWEI,HUAWEI
JTY,T101,1,JTY,JTY,其他
Huawei,T1-701u,57,huawei,HUAWEI,HUAWEI
T1-701u,T1-701u.hwt1701.MediaPad,3,T1-701u,SUMSUNG,其他
Huawei,T1-701ua,14,huawei,HUAWEI,HUAWEI
Huawei,T1-823L,38,huawei,HUAWEI,HUAWEI
T1-823L,T1-823L.hwt1821l.t1_8p0lte,4,T1-823L,SUMSUNG,其他
Huawei,T1-A23L,23,huawei,HUAWEI,HUAWEI
T1-A23L,T1-A23L.hwt1a21l.t1_10,6,T1-A23L,SUMSUNG,其他
thl,T200,1,ThL,THL,其他
T200,T200.x6e_3g.x6e_3g_hds,1,T200,T200,其他
OMA,T211,1,OMA,OMA,其他
HePai,T28,1,HePai,HEPAI,其他
OPPO,T29,14,OPPO,OPPO,OPPO
LEPHONE,T303,1,lephone,LEPHONE,LEPHONE
HeiPai,T31,1,HeiPai,HEIPAI,其他
EP,T3581,1,EP,EP,其他
MTK6589,T3696,1,MTK6589,MTK6589,其他
hepi,T38,1,hepi,HEPI,其他
ErenEben,T5,1,ErenEben,ERENEBEN,其他
T610A,T610A,1,T610A,T610A,其他
koobee,T650,1,koobee,KOOBEE,KOOBEE
合派,T66,1,合派,合派,其他
CUBE,T7,1,CUBE,CUBE,其他
Lingwin,T700,1,LingWin,LINGWIN,其他
OPPO,T703,1,OPPO,OPPO,OPPO
OUKI,T77,2,OUKI,OUKI,其他
alps,T850,1,alps,ALPS,ALPS
Philips,T8566,1,Philips,PHILIPS,PHILIPS
T8620,T8620.hwt8620.T8620,1,T8620,T8620,其他
CUBE,T9,1,CUBE,CUBE,其他
T9,T9,1,T9,T9,其他
AUX,T9100L,1,AUX,AUX,其他
Huawei,T9200,2,huawei,HUAWEI,HUAWEI
OUKI,T93,4,OUKI,OUKI,其他
Huawei,T9510E,1,huawei,HUAWEI,HUAWEI
Lenovo,TAB A10-80HC,9,lenovo,LENOVO,LENOVO
TCL,TCL 302U,147,TCL,TCL,TCL
TCL 302U,TCL 302U.Festa5_CU.TCL_302U,2,TCL,TCL,TCL
TCL,TCL H900M,1,TCL,TCL,TCL
TCL,TCL i708U,1,TCL,TCL,TCL
TCL,TCL i718M,2,TCL,TCL,TCL
TCT,TCL J300,1,TCT,TCT,TCT
TCT,TCL J310,2,TCT,TCT,TCT
TCL,TCL J706T,1,TCL,TCL,TCL
TCT,TCL J726T,1,TCT,TCT,TCT
TCL,TCL J738M,6,TCL,TCL,TCL
TCT,TCL J920,1,TCT,TCT,TCT
TCT,TCL J928,3,TCT,TCT,TCT
TCL J928,TCL J928,1,TCL,TCL,TCL
TCL,TCL J938M,1,TCL,TCL,TCL
TCL,TCL M2M,26,TCL,TCL,TCL
TCL M2M,TCL M2M.CROSS2.TCL_M2M,2,TCL,TCL,TCL
TCL,TCL M2U,20,TCL,TCL,TCL
TCL M2U,TCL M2U.CROSS2.TCL_M2U,2,TCL,TCL,TCL
TCL,TCL P301M,15,TCL,TCL,TCL
TCL,TCL P308M,1,TCL,TCL,TCL
TCL,TCL P331M,10,TCL,TCL,TCL
TCL P331M,TCL P331M.TCL_P331M.TCL_P331M,1,TCL,TCL,TCL
TCL,TCL P332U,6,TCL,TCL,TCL
TCL P332U,TCL P332U.TCL_P332U.TCL_P332U,2,TCL,TCL,TCL
TCL,TCL P335M,4,TCL,TCL,TCL
TCL P335M,TCL P335M.Vios45_CM.TCL_P335M,1,TCL,TCL,TCL
TCL,TCL P350M,1,TCL,TCL,TCL
TCL,TCL P360W,4,TCL,TCL,TCL
TCL,TCL P500M,1,TCL,TCL,TCL
TCL,TCL P501M,12,TCL,TCL,TCL
TCL,TCL P502U,8,TCL,TCL,TCL
TCL,TCL P631M,1,TCL,TCL,TCL
TCL,TCL P728M,8,TCL,TCL,TCL
TCT,TCL S500,1,TCT,TCT,TCT
TCT,TCL S530T,1,TCT,TCT,TCT
TCT,TCL S700T,1,TCT,TCT,TCT
TCL,TCL S720,6,TCL,TCL,TCL
TCL,TCL S720T,4,TCL,TCL,TCL
TCT,TCL S820,1,TCT,TCT,TCT
TCL S838M,TCL S838M.EOS_lte.TCL_S838M,1,TCL,TCL,TCL
TCT,TCL S950,7,TCT,TCT,TCT
TCT,TCL S950T,2,TCT,TCT,TCT
TCT,TCL S960,2,TCT,TCT,TCT
TCT,TCL Y910,5,TCT,TCT,TCT
TCT,TCL Y910T,3,TCT,TCT,TCT
TCL,TCL_S725T,3,TCL,TCL,TCL
WIKIACN,TD928S,2,WIKIACN,WIKIACN,其他
TETC,TETC-S2,1,TETC,TETC,其他
TETC,TETC-S3,1,TETC,TETC,其他
TETC,TETC-S5,1,TETC,TETC,其他
TETC,TETC-S9,2,TETC,TETC,其他
TETC,TETC-U5,2,TETC,TETC,其他
QINGHUATONGFANG,TFTC-B N703,1,QINGHUATONGFANG,QINGHUATONGFANG,其他
QINGHUATONGFANG,TFTC-B N737,1,QINGHUATONGFANG,QINGHUATONGFANG,其他
QINGHUATONGFANG,TFTC-B N968,1,QINGHUATONGFANG,QINGHUATONGFANG,其他
thl,thl T5,1,ThL,THL,其他
ThL,ThL W7,2,ThL,THL,其他
TM T01,TM T01.TM T01.yk828_v30_emmc,1,TM T01,TM T01,其他
Tangwei,TW2015,1,Tangwei,TANGWEI,其他
Uniscope,U1205,1,Uniscope,UNISCOPE,其他
IUNI,U3,51,IUNI,IUNI,IUNI
U3,U3.IUNI.IUNI,2,U3,U3,其他
CUBE,U31GT,1,CUBE,CUBE,其他
UIMI_U5,U5,2,UIMI_U5,UIMI,其他
CUBE,U51GT-C4BD,1,CUBE,CUBE,其他
CUBE,U51GT-C8,1,CUBE,CUBE,其他
CUBE,U51GT-C8P,1,CUBE,CUBE,其他
CUBE,U51GT-W,1,CUBE,CUBE,其他
EBEST,U5482,1,EBEST,EBEST,其他
EBEST,U5581,1,EBEST,EBEST,其他
CUBE,U65GT,4,CUBE,CUBE,其他
OPPO,U701T,2,OPPO,OPPO,OPPO
OPPO,U705T,14,OPPO,OPPO,OPPO
OPPO,U705W,1,OPPO,OPPO,OPPO
OPPO,U707T,36,OPPO,OPPO,OPPO
U707T,U707T.U707T.OPPO89T_13003,3,U707T,U707T,其他
mytel,U720,3,mytel,MYTEL,其他
SHARE STOCK,U7S,1,SHARE STOCK,SHARE STOCK,其他
IUNI,U810,1,IUNI,IUNI,IUNI
BOWAY,U9,5,BOWAY,BOWAY,BOWAY
U9,U9.BOWAY_U9.BOWAY_U9,1,U9,U9,其他
ZTE,U9180,3,ZTE,ZTE,ZTE
Huawei,U9200,3,huawei,HUAWEI,HUAWEI
Huawei,U9500,1,huawei,HUAWEI,HUAWEI
UIMI(Z),UIMI3,1,UIMI(Z),UIMI,其他
UIMI4,UIMI4,5,UIMI4,UIMI,其他
UIMI,UMI3,1,UIMI,UIMI,其他
